ID,Block,Gender,Hhsize,HousingType,Idimp,Iddiff,Idinsult,ViolNorm1,ViolNorm2,PeerBlameJ,PeerBlameH,PeerBlameD,NoMeeting,LeadBlameJ,LeadBlameH,LeadBlameD,EmotJob1,DegrEmotJ,EmotJob2,EmotHous1,DegrEmotH,EmotHous2,SAPosNow,SAPosNorm,ForPosNow,ForPosNorm,EmotPos1,DegrEmotPos,EmotPos2,LiveAlex08,ParticToyi,ParticIntim,ParticLoot,ParticHelp,ParticHarm,ParticDestr,IntendToyi,IntendToyi2,IntendHelp,IntendHit,IntendDestr,Age,AttendCh,Married,YrsAlex,Working,JobR,Lang,Party,Education,Ownership,HaveElect,HaveTV,HaveCell,HaveFridge,HaveMicro,HaveComp,HaveCar
10211,H1,1,2,4,1,4,3,4,1,2,2,2,0,NA,NA,NA,1,2,9,9,2,1,3,9,3,9,3,2,4,1,3,3,3,3,3,3,4,4,3,4,4,35,2,1,14,7,pre-school teacher,1,88,2,3,2,2,2,2,2,1,1
10212,H1,1,4,4,3,3,3,2,3,1,2,2,3,2,2,9,4,1,6,4,1,8,2,5,3,4,7,2,6,1,3,3,3,3,3,3,1,1,3,2,1,30,4,2,5,1,baker,1,2,2,2,2,2,2,2,1,1,2
10213,S14,2,6,2,1,4,1,5,1,2,2,2,1,4,4,4,4,1,3,8,1,4,2,5,5,1,8,1,3,1,3,3,3,3,3,3,4,4,4,4,4,30,2,1,4,1,sales rep,8,3,5,2,2,2,2,2,2,1,1
10214,S14,1,2,5,1,4,1,5,1,2,2,4,0,NA,NA,NA,6,1,8,3,1,8,4,5,4,2,6,1,8,1,3,3,3,3,3,3,2,1,4,4,4,25,2,4,12,2,general worker,1,8,3,1,2,2,2,2,1,1,1
10215,S14,2,4,5,1,4,1,5,1,2,2,4,0,NA,NA,NA,6,1,3,6,1,4,3,6,4,2,6,1,8,1,3,3,3,3,3,3,4,4,4,4,4,32,1,3,77,2,domestic worker,3,3,3,1,2,2,2,2,1,1,1
10216,S14,1,2,2,2,4,5,5,1,1,1,2,0,NA,NA,NA,6,2,8,8,1,6,4,5,3,3,6,3,7,1,3,3,3,3,3,3,1,1,3,4,4,49,2,1,11,1,security guard,5,5,2,1,2,2,2,2,2,1,1
10217,O1,2,1,5,1,4,1,5,1,2,2,2,1,4,4,4,2,1,1,6,1,3,5,6,5,6,2,2,2,1,3,3,3,3,3,3,4,4,1,4,4,36,2,2,77,1,social worker,1,3,5,1,2,2,2,2,2,2,2
10218,S14,1,3,5,1,4,1,5,1,2,2,3,2,4,4,4,6,2,8,3,1,4,4,6,2,2,1,3,6,1,3,3,3,3,3,3,4,4,4,4,4,26,4,3,11,1,traffic controller,4,3,3,2,2,2,2,2,2,1,1
10219,S14,1,4,5,1,4,2,5,1,2,2,3,0,NA,NA,NA,3,1,4,4,1,8,3,6,3,1,6,1,3,1,3,3,3,3,3,3,4,4,4,4,4,38,1,1,25,3,electrician,4,3,3,1,2,2,2,2,2,1,2
10220,S14,2,3,5,1,3,1,5,1,2,2,2,2,4,4,4,3,1,4,3,1,4,3,6,3,1,6,1,8,1,3,3,3,3,3,3,4,1,1,4,4,54,2,4,45,7,machine operator,1,8,2,1,2,2,2,2,2,1,1
10221,S13,1,3,5,1,4,2,5,1,2,2,3,0,NA,NA,NA,4,1,3,6,1,3,4,5,3,1,6,1,8,1,3,3,3,3,3,3,4,4,4,4,4,20,3,3,77,1,general worker,1,3,3,1,2,2,2,2,2,1,1
10222,S13,2,2,2,1,4,1,5,1,3,1,2,0,NA,NA,NA,3,1,6,6,1,4,4,6,3,1,6,1,8,1,3,3,3,3,3,3,1,1,1,4,4,36,1,2,77,1,nurse,1,3,3,1,2,2,2,2,2,2,2
10223,H1,2,2,4,1,4,2,5,1,1,1,1,0,NA,NA,NA,6,1,3,3,1,8,3,6,3,1,2,1,1,1,3,3,3,3,3,3,4,4,4,4,4,49,2,1,26,2,domestic worker,1,7,2,3,2,2,2,2,1,1,1
10224,H1,1,4,4,1,4,1,4,1,2,2,2,0,NA,NA,NA,6,1,8,6,1,8,4,6,3,1,6,1,8,1,3,3,3,3,3,3,1,1,4,4,4,34,3,2,12,1,general worker,1,2,2,3,2,2,2,2,1,1,1
10225,H1,1,3,4,1,4,2,4,2,4,4,4,0,NA,NA,NA,9,NA,NA,3,2,8,1,4,1,9,9,NA,NA,1,3,3,3,3,3,3,4,4,4,4,4,39,2,1,25,7,driver,1,88,2,3,2,2,2,2,2,1,1
10226,H1,2,2,4,2,4,1,4,1,2,1,2,0,NA,NA,NA,3,2,7,3,2,7,3,6,5,3,6,2,7,1,3,3,3,3,3,3,4,4,4,4,4,23,2,2,5,1,cleaner,3,3,3,3,2,2,2,2,2,1,2
10227,H1,1,2,4,2,2,2,5,1,2,2,4,4,4,2,4,3,1,8,7,2,8,3,6,6,2,3,1,8,1,3,3,3,3,3,3,2,2,4,2,2,24,3,2,4,1,taxi driver,1,2,3,3,2,2,2,1,2,1,1
10228,S13,2,1,4,1,4,2,5,2,4,4,4,4,4,4,4,7,2,8,7,1,8,3,6,5,2,7,1,8,1,3,3,3,3,3,3,4,4,4,4,4,35,2,4,10,7,baker,1,2,2,3,2,2,2,1,1,1,1
10229,O1,1,4,5,1,4,3,5,1,4,4,4,1,4,4,4,7,2,8,3,1,7,4,6,3,2,3,1,8,1,3,3,3,3,3,3,4,4,4,4,4,61,4,1,40,6,machine operator,1,8,3,1,2,2,2,2,2,2,1
10230,F1,2,5,3,1,4,1,2,1,4,4,4,0,NA,NA,NA,3,1,8,4,2,3,3,6,5,2,6,2,8,1,3,3,3,3,3,3,4,4,2,4,4,22,2,3,22,7,factory worker,8,3,2,2,2,2,2,2,1,1,1
10231,S14,1,1,2,1,2,1,5,2,2,2,2,0,NA,NA,NA,7,2,8,7,1,8,4,7,2,2,1,1,2,1,3,3,3,1,3,3,9,9,4,9,9,31,3,1,7,1,general worker,5,8,3,1,2,2,2,2,2,1,2
10232,S14,2,2,2,1,4,1,5,2,2,2,4,0,NA,NA,NA,1,8,5,1,8,8,3,6,6,2,3,1,7,1,3,3,3,3,1,3,4,4,1,4,4,53,1,1,13,1,domestic worker,5,3,1,1,2,2,2,2,1,1,1
10233,F1,1,1,3,1,4,2,5,2,4,2,4,1,4,4,4,8,2,8,8,2,8,5,7,3,2,2,2,1,1,3,3,3,3,3,3,4,4,4,4,4,30,4,2,77,1,call centre operator,8,3,4,1,2,2,2,2,2,1,2
10234,F1,1,1,3,1,4,2,4,1,4,4,4,1,4,4,4,1,2,2,3,1,8,6,7,3,2,1,1,2,1,3,3,3,3,3,3,4,4,4,4,4,22,4,2,22,7,retail assistant,8,8,3,1,2,2,2,2,2,1,1
10235,S13,1,1,6,1,4,5,1,2,2,1,2,0,NA,NA,NA,6,1,8,6,1,8,1,7,7,1,8,1,8,1,3,3,3,3,3,3,2,2,4,2,4,37,2,1,15,1,security guard,1,8,2,2,2,2,2,2,1,1,1
10236,S13,1,2,2,2,1,4,1,4,4,2,3,0,NA,NA,NA,6,1,7,8,1,6,3,6,4,2,6,1,8,1,3,3,3,3,3,3,4,4,4,4,4,26,4,2,5,1,cleaner,1,99,3,3,2,2,2,2,2,1,1
10237,H1,1,2,4,1,4,2,4,1,2,1,2,2,3,4,4,6,1,7,4,1,3,4,5,4,1,8,2,6,1,3,3,3,3,3,3,1,1,4,1,1,24,3,2,5,7,security guard,1,88,2,3,2,2,2,1,1,1,1
10238,H1,2,2,4,1,4,1,5,1,1,1,4,0,NA,NA,NA,8,2,6,3,2,4,3,6,4,2,3,2,4,1,3,3,3,3,3,3,4,4,1,4,4,23,3,3,5,7,,1,8,3,3,2,2,2,2,1,1,1
10239,S14,1,2,2,1,4,2,5,2,4,4,4,0,NA,NA,NA,3,2,4,7,1,4,3,6,3,1,3,1,6,1,3,3,3,3,3,3,1,1,3,4,1,24,4,3,24,7,restaurant worker,2,8,2,1,2,2,2,2,1,1,1
10240,S14,1,1,6,2,4,2,2,4,3,4,4,2,4,4,4,3,1,6,4,1,8,4,6,3,2,3,2,7,1,3,3,3,3,3,3,1,1,4,1,1,26,4,3,26,7,never worked,1,8,2,1,2,2,2,2,1,1,1
10241,S13,2,1,2,1,4,1,5,1,2,2,3,2,3,4,4,3,2,4,3,1,6,3,7,5,1,3,1,4,1,3,3,3,3,3,3,1,1,4,4,1,35,4,3,11,7,cleaner,9,8,2,3,2,2,2,2,1,1,1
10242,O1,2,1,5,1,4,2,5,1,4,4,4,3,4,4,4,1,1,2,9,NA,NA,4,5,2,3,1,1,2,1,3,3,3,3,3,3,4,4,4,4,4,54,1,1,54,4,cleaner,8,3,1,1,2,2,2,2,2,2,2
10243,O1,1,4,5,1,4,2,4,1,4,4,4,0,NA,NA,NA,6,1,8,3,1,8,3,6,4,1,7,1,8,1,3,3,3,3,3,3,1,1,1,4,4,56,3,1,56,1,machine operator,3,3,2,1,2,2,2,2,2,1,1
10244,O1,2,2,5,2,2,1,2,4,4,4,4,0,NA,NA,NA,3,1,4,4,2,6,3,5,3,1,3,1,7,1,3,3,3,3,3,3,1,1,4,3,1,24,4,2,24,7,never worked,1,8,3,1,2,2,2,2,1,1,1
10245,O1,1,4,5,1,4,1,4,2,4,4,4,2,4,4,4,3,1,6,4,2,6,4,6,3,2,5,1,3,1,3,3,3,3,3,3,1,1,4,4,4,29,3,2,29,1,consultant,2,3,3,1,2,2,2,2,2,2,1
10246,F1,1,1,4,1,2,2,4,1,2,3,3,1,4,4,4,3,2,8,6,1,8,4,7,4,3,4,2,8,1,3,3,3,3,3,3,1,1,4,4,4,41,2,4,41,1,manager,2,8,5,2,2,2,2,2,2,2,2
10247,S14,1,1,5,1,4,2,5,2,1,3,4,0,NA,NA,NA,3,2,4,8,2,3,1,7,7,2,7,2,3,1,3,3,3,3,3,3,1,1,4,4,4,37,4,2,37,3,furniture mover,6,8,7,1,2,2,2,2,2,1,2
10248,S15,1,1,2,1,4,1,4,2,3,4,4,0,NA,NA,NA,6,1,7,8,2,7,3,6,5,2,5,2,3,1,3,3,3,3,3,3,1,1,4,4,4,26,3,3,18,7,never worked,2,8,2,1,2,2,2,2,1,1,1
10249,O1,2,4,5,1,3,5,5,1,2,2,3,0,NA,NA,NA,1,2,2,9,9,99,3,9,3,9,9,2,99,1,3,3,3,3,3,3,4,4,1,4,4,21,3,3,77,2,bank clerk,5,3,3,1,2,2,2,2,2,2,1
10250,O1,2,3,5,1,4,2,4,3,2,1,9,0,NA,NA,NA,8,2,4,4,2,7,4,5,4,9,99,9,9,1,3,3,3,3,3,3,4,3,3,4,4,30,2,2,26,7,designer,8,3,3,1,2,2,2,2,2,1,1
10251,O1,1,2,5,1,4,1,5,1,2,2,4,10,1,4,9,8,2,6,8,2,7,2,5,2,9,6,2,7,1,3,3,3,3,3,3,4,4,1,4,4,55,2,1,77,3,accountant,1,3,4,1,2,2,2,2,2,2,2
10252,O1,2,5,5,1,3,4,4,2,2,2,2,1,4,4,4,5,1,5,5,1,7,3,6,5,2,9,1,8,1,3,3,3,3,3,3,4,4,3,4,4,38,1,4,77,7,retail assistant,1,1,3,1,2,2,2,2,2,1,1
10253,O1,1,5,5,1,4,2,5,2,4,2,4,0,NA,NA,NA,8,2,8,7,2,8,4,7,2,2,1,3,2,1,3,3,3,3,3,3,4,4,2,4,4,23,4,3,9,7,never worked,1,8,3,1,2,2,2,2,2,1,1
10254,O1,2,7,5,1,4,1,5,1,1,1,2,6,2,2,4,3,2,8,8,1,8,3,6,6,2,4,2,8,1,3,3,3,3,3,3,4,4,4,4,4,62,1,1,62,6,domestic worker,4,3,2,1,2,2,2,2,2,1,1
10255,S14,1,1,5,1,2,2,5,1,4,4,4,0,NA,NA,NA,3,2,7,6,1,4,4,7,5,2,3,1,4,1,3,3,3,3,3,3,1,1,4,4,4,45,4,1,45,1,machine operator,4,3,3,1,2,2,2,2,1,1,2
10256,S15,1,2,6,2,4,2,4,2,4,4,4,1,4,4,4,4,1,5,7,1,3,4,6,5,1,3,1,8,1,3,3,3,3,3,3,1,1,4,4,4,33,4,2,33,2,producer,8,3,5,1,2,2,2,2,2,2,2
10257,O1,1,2,5,1,4,5,4,1,4,4,4,0,NA,NA,NA,1,3,2,6,1,7,4,6,3,3,2,2,1,2,NA,NA,NA,NA,NA,NA,4,4,1,4,4,35,2,2,0,7,plumber,3,8,3,1,2,2,2,2,2,1,2
10258,O1,2,3,5,2,4,1,5,2,3,3,2,0,NA,NA,NA,6,1,8,3,1,8,4,6,4,2,8,1,6,1,3,3,3,3,3,3,4,4,4,4,4,31,2,2,77,7,debt collector,1,8,3,1,2,2,2,2,2,2,2
10259,S15,2,3,2,1,4,1,5,1,1,2,2,0,NA,NA,NA,3,1,4,6,1,4,2,5,4,1,4,1,8,1,3,3,3,3,3,3,1,1,4,1,1,46,1,1,20,3,vendor,4,3,2,2,2,2,2,2,1,1,1
10260,F1,1,1,3,2,4,4,5,1,4,4,4,0,NA,NA,NA,6,1,8,7,1,6,4,6,3,3,1,3,2,1,3,3,3,3,3,3,4,4,4,4,4,39,3,1,7,1,technician,8,3,7,2,2,2,2,2,2,2,2
10261,F1,2,1,3,1,4,2,5,1,2,3,4,0,NA,NA,NA,6,1,3,4,1,7,4,7,3,2,6,1,4,1,3,3,3,3,3,3,1,1,4,4,4,34,3,2,34,2,cashier,5,3,3,2,2,2,2,2,2,2,1
10262,S14,2,3,5,1,4,1,5,1,4,4,4,2,4,4,4,3,1,7,7,2,4,4,6,5,4,3,1,3,1,3,3,3,3,3,3,1,1,4,4,4,21,2,2,21,7,sales rep,7,3,3,2,2,2,2,2,1,1,1
10263,S14,2,1,2,3,2,2,4,2,4,4,4,1,4,4,4,3,2,7,3,1,4,5,7,3,2,5,1,8,1,3,3,3,3,3,3,1,1,4,4,4,28,2,2,28,7,artisan,5,1,3,1,2,2,2,2,1,2,1
10264,S15,1,1,2,1,4,1,4,1,4,4,4,2,4,3,4,7,3,8,6,1,4,4,6,4,2,8,2,6,1,3,3,3,3,3,3,4,4,4,4,4,52,2,2,52,7,retail assistant,1,5,2,1,2,2,2,2,1,1,1
10265,S15,1,2,6,1,4,2,4,2,4,4,4,0,NA,NA,NA,3,2,7,6,1,4,4,6,4,2,3,2,8,1,3,3,3,3,3,3,1,1,4,1,1,27,4,2,27,7,retail assistant,4,8,2,1,2,2,2,2,1,1,1
10266,F1,2,2,3,1,4,1,2,4,2,2,4,0,NA,NA,NA,3,1,4,7,1,4,3,6,5,4,7,1,4,1,3,3,3,3,3,3,1,1,4,4,1,29,2,3,26,1,admin clerk,1,3,3,2,2,2,2,2,1,1,1
10267,S17,2,3,5,2,3,2,5,2,2,3,4,0,NA,NA,NA,8,2,6,8,1,4,3,7,4,1,5,1,7,1,3,3,3,3,3,3,1,1,4,4,4,35,4,2,35,1,teacher,6,88,6,1,2,2,2,2,1,2,1
10268,S17,2,2,5,2,3,2,5,2,4,4,4,0,NA,NA,NA,3,3,7,8,1,4,3,7,3,1,5,2,4,1,3,3,3,3,3,3,1,3,4,4,4,26,2,2,14,2,restaurant worker,8,3,5,1,2,2,2,2,2,2,2
10269,F1,1,1,3,1,4,2,4,1,4,4,4,0,NA,NA,NA,4,2,6,3,1,7,4,6,3,2,1,1,2,1,3,3,3,3,3,3,1,1,1,4,4,49,2,2,49,7,engineer,11,3,7,2,2,2,2,2,1,1,2
10270,F1,1,3,3,1,2,2,5,2,2,2,3,3,2,2,9,4,2,6,4,2,8,2,6,3,5,6,2,8,1,3,3,3,3,3,3,4,4,1,4,4,50,1,3,77,7,teacher,1,3,3,2,2,2,2,2,2,2,1
10273,F1,1,2,3,2,4,2,3,3,1,2,3,2,4,4,4,4,2,6,8,3,3,2,4,4,9,8,2,6,1,3,3,3,3,3,3,2,2,9,4,4,33,3,2,77,2,sales rep,1,3,3,2,2,2,8,2,2,1,1
10274,F1,2,1,3,1,2,3,4,2,1,2,2,0,NA,NA,NA,8,1,6,3,2,4,2,5,4,9,8,1,6,1,3,3,3,3,3,3,4,4,4,4,4,37,1,1,77,1,hospitality worker,NA,8,3,3,2,2,2,2,2,1,2
10275,O1,1,2,5,2,4,2,5,2,1,2,3,3,4,4,4,6,2,8,4,2,6,3,5,4,9,6,2,8,1,3,3,3,3,3,3,4,4,3,4,4,47,3,1,15,1, ,1,3,4,1,2,2,8,2,2,2,2
10276,S14,1,2,5,1,4,1,5,1,1,2,3,0,NA,NA,NA,3,2,4,8,1,6,2,5,3,9,8,2,6,1,3,3,3,3,3,3,1,1,1,4,4,40,4,1,77,7,factory worker,8,88,3,1,2,2,2,2,2,2,2
10277,S14,2,2,2,1,4,1,4,1,2,2,3,0,NA,NA,NA,9,2,99,6,1,8,4,9,6,9,6,3,8,1,3,3,3,3,3,3,4,4,3,4,4,35,4,1,8,7,factory worker,8,8,3,2,2,2,2,2,2,1,1
10278,S14,2,1,5,1,3,3,4,2,1,2,9,0,NA,NA,NA,8,2,99,3,2,4,2,5,4,9,6,1,8,1,3,3,3,3,3,3,4,4,1,4,4,67,3,1,77,6,thatcher,4,3,1,1,2,2,2,2,2,1,1
10279,S14,1,3,6,2,2,3,4,3,1,1,9,4,4,4,4,8,1,6,6,2,4,2,5,4,2,7,2,6,1,3,3,3,3,3,3,2,2,3,2,4,48,1,1,48,1,security guard,2,88,2,1,2,2,2,2,2,1,1
10280,S14,1,1,2,1,4,1,5,1,4,4,4,0,NA,NA,NA,3,1,7,7,1,8,3,6,5,2,8,1,8,1,3,3,3,3,3,3,1,1,4,1,4,38,2,1,8,1,security guard,8,1,3,1,2,2,2,1,1,1,1
10281,F1,1,2,3,1,4,1,5,2,4,2,4,0,NA,NA,NA,6,2,7,3,1,8,5,7,3,2,2,2,2,1,3,3,3,3,3,3,2,2,4,4,4,53,3,2,40,1,government worker,8,8,5,1,2,2,2,2,2,1,2
10282,F1,2,2,3,1,4,2,5,1,4,3,3,0,NA,NA,NA,9,NA,NA,3,1,8,8,8,8,8,88,8,88,1,3,3,3,1,3,3,4,4,2,4,4,67,1,4,67,6,shopkeeper,3,3,2,1,2,2,1,2,1,1,1
10283,S17,2,3,5,1,4,1,5,2,4,2,4,0,NA,NA,NA,6,1,8,7,2,8,5,6,3,1,2,2,1,1,3,3,3,3,3,3,4,4,4,4,4,23,2,2,77,7,sales rep,3,8,3,1,2,2,2,2,2,1,2
10284,S16,2,2,6,1,4,1,5,1,2,2,4,0,NA,NA,NA,3,2,8,8,1,8,3,7,6,2,3,1,8,1,3,3,3,3,3,3,4,4,4,4,4,34,2,1,9,3,small business owner,6,3,2,1,2,2,2,2,1,1,1
10285,F1,1,2,3,1,4,2,5,2,4,4,4,2,4,4,4,1,2,1,8,2,8,5,7,3,4,1,1,1,1,3,3,3,3,3,3,4,4,2,4,4,19,4,2,19,7,never worked,8,3,3,1,2,2,2,2,1,1,1
10286,S16,2,1,6,1,4,2,5,2,4,4,4,2,4,4,4,9,NA,NA,8,1,8,3,7,5,2,3,1,8,1,3,3,3,3,3,3,2,2,2,9,9,38,4,2,38,7,bank clerk,3,3,3,1,2,2,2,2,2,2,2
10287,S16,1,2,2,1,4,1,4,2,4,4,4,0,NA,NA,NA,7,2,8,6,1,8,9,9,9,9,99,9,99,1,3,3,3,1,3,3,4,4,3,4,4,62,2,4,45,7,construction,5,8,1,1,2,1,2,1,1,1,1
10288,S14,1,5,6,1,2,1,5,2,2,2,4,0,NA,NA,NA,6,2,7,6,2,8,3,6,6,2,6,1,7,1,3,3,3,3,3,3,4,4,2,4,4,34,4,3,9,1,restaurant worker,1,8,3,1,2,2,2,2,1,1,1
10289,S14,2,3,6,1,4,1,5,1,2,2,4,0,NA,NA,NA,9,2,99,6,1,8,4,3,4,2,9,9,99,1,3,3,3,1,3,3,4,4,1,4,4,59,1,4,59,1,domestic worker,1,8,2,2,2,2,2,2,2,1,1
10290,O1,1,2,5,1,4,1,5,1,2,2,2,0,NA,NA,NA,3,1,4,3,1,4,5,7,3,1,6,1,8,1,3,3,3,3,3,3,1,1,4,4,4,39,3,1,77,1,driver,1,3,2,1,2,2,2,2,2,1,2
10291,F1,2,1,3,1,4,1,5,1,3,3,3,1,4,4,4,3,1,8,3,1,8,4,6,4,1,8,1,6,1,3,3,3,3,3,3,4,4,4,4,4,32,1,1,3,3,retail assistant,4,3,3,2,2,2,2,1,1,1,1
10292,S15,2,3,5,1,4,1,5,1,2,2,3,0,NA,NA,NA,6,1,8,6,1,8,4,6,4,1,6,1,4,1,3,3,3,3,3,3,1,1,4,4,1,32,2,2,9,2,retail assistant,3,3,3,2,2,2,2,2,2,1,1
10293,F1,2,1,3,1,4,1,5,1,2,2,1,0,NA,NA,NA,6,2,4,4,1,3,3,6,3,2,4,1,8,1,3,3,3,3,3,3,4,4,4,4,4,54,3,3,17,6,domestic worker,1,3,2,1,2,2,2,2,2,1,2
10294,S15,1,2,2,1,4,1,5,1,2,2,4,0,NA,NA,NA,4,1,3,3,1,8,4,6,4,1,4,1,3,1,3,3,3,3,3,3,1,1,4,1,1,43,4,2,77,7,driver,4,3,3,1,2,2,2,2,2,1,2
10295,S15,2,2,5,1,4,1,5,1,1,1,1,0,NA,NA,NA,6,2,4,4,1,3,4,7,4,1,3,1,4,1,1,3,3,3,3,3,1,1,4,1,1,29,2,2,9,7,cleaner,4,5,3,1,2,2,2,2,1,1,1
10296,S17,1,1,2,1,4,1,2,2,2,2,3,0,NA,NA,NA,3,1,4,3,1,4,3,6,6,1,3,1,4,1,3,3,3,3,3,3,1,1,1,1,1,27,1,3,10,1,adminstrator,4,1,3,1,2,2,2,1,1,1,1
10297,S18,2,1,6,1,4,2,5,1,1,1,4,2,4,4,4,6,1,8,3,1,4,4,7,4,2,6,1,8,1,3,3,3,3,3,3,4,4,3,4,4,30,2,2,5,7,never worked,2,3,2,1,2,2,2,1,1,1,1
10298,S18,2,1,6,1,4,1,5,1,2,2,2,2,4,4,4,3,3,8,3,1,8,3,5,3,2,8,1,6,1,3,3,3,3,3,3,4,4,4,4,4,43,1,1,17,2,domestic worker,2,3,2,3,2,2,2,1,1,1,1
10300,S18,1,1,5,1,4,1,5,1,1,1,1,0,NA,NA,NA,8,1,4,8,1,6,5,6,4,2,6,1,8,1,3,3,3,3,3,3,1,1,1,4,4,27,3,3,77,7,never worked,8,8,3,2,2,2,2,2,2,2,1
10301,S15,2,3,5,1,4,1,5,2,2,2,9,0,NA,NA,NA,6,2,7,3,2,8,3,6,6,2,7,1,7,1,3,3,3,3,3,3,2,2,4,2,1,23,4,2,77,7,retail assistant,3,1,3,1,2,2,2,2,2,1,2
10302,S15,1,1,6,1,4,1,5,2,2,2,3,0,NA,NA,NA,8,1,8,8,1,8,3,7,6,2,7,1,8,1,1,3,3,3,3,3,1,1,4,4,1,42,1,2,25,7,construction,2,8,1,1,2,2,2,2,1,1,1
10303,S15,2,1,2,1,4,1,5,1,2,2,4,0,NA,NA,NA,7,1,8,7,1,7,3,6,6,2,6,2,8,1,3,3,3,3,3,3,1,1,4,2,4,33,2,2,10,7,admin clerk,2,3,2,3,2,2,2,2,2,1,1
10304,S15,2,2,6,1,4,1,4,2,1,1,2,0,NA,NA,NA,8,1,8,8,1,8,3,7,6,2,6,1,8,1,3,3,3,3,3,3,4,4,4,4,4,22,1,2,3,7,waiter,2,3,2,3,2,2,2,2,2,1,1
10305,S16,1,2,5,1,4,2,5,1,2,2,4,0,NA,NA,NA,3,2,7,3,2,8,4,7,4,7,9,NA,NA,1,3,3,3,3,3,3,1,1,4,1,1,19,4,2,19,7,never worked,3,3,2,1,2,2,2,2,2,1,2
10306,S17,1,1,6,1,4,2,5,1,3,3,4,0,NA,NA,NA,8,1,8,8,1,8,3,7,5,2,6,1,8,1,3,3,3,3,3,3,4,4,4,4,4,25,2,1,9,1,general worker,1,3,2,3,2,2,2,2,1,1,1
10307,S16,2,2,6,1,4,4,5,2,3,3,4,0,NA,NA,NA,6,3,7,6,3,8,4,6,4,2,9,NA,NA,2,NA,NA,NA,NA,NA,NA,4,4,4,4,4,20,2,2,16,7,never worked,4,3,3,1,2,2,2,2,1,1,1
10308,S17,1,1,2,1,1,2,5,2,2,2,9,0,NA,NA,NA,3,2,8,7,1,8,3,7,6,1,7,2,8,2,NA,NA,NA,NA,NA,NA,4,4,4,4,2,31,4,2,2,1,security guard,1,3,2,3,2,2,2,2,1,1,1
10309,S17,2,3,5,1,4,2,5,1,4,4,9,0,NA,NA,NA,6,1,7,8,1,8,3,7,6,1,7,1,8,1,3,3,3,3,3,3,4,4,4,4,4,25,4,3,77,7,sales rep,4,8,7,1,2,2,2,2,2,1,1
10310,S16,1,2,5,1,4,2,4,2,2,2,3,0,NA,NA,NA,3,1,8,3,1,8,5,6,3,2,1,2,2,1,3,3,3,3,3,3,4,4,4,4,4,28,4,3,28,7,designer,1,8,3,1,2,2,2,2,2,2,1
10311,S16,2,4,6,1,4,2,5,1,2,2,3,25,2,1,2,7,2,8,3,1,7,5,7,3,1,1,2,2,1,3,3,3,3,3,3,1,1,4,1,1,38,1,4,9,1,nurse,8,3,7,1,2,2,2,2,2,1,2
10312,S15,2,3,6,1,4,1,5,2,4,4,4,0,NA,NA,NA,7,1,8,3,1,8,3,6,5,2,7,2,8,1,3,3,3,1,3,3,4,4,1,4,4,21,4,2,77,7,never worked,1,3,2,1,2,2,2,2,2,1,1
10313,S15,2,2,5,1,4,4,4,1,3,2,4,0,NA,NA,NA,8,2,8,8,2,8,5,6,7,2,7,1,8,1,1,3,3,3,1,3,4,4,4,4,4,22,1,3,77,7,never worked,1,8,2,1,2,2,2,2,2,1,2
10314,S15,1,2,6,1,4,2,5,2,2,2,4,2,2,2,4,3,1,8,3,1,8,3,6,5,2,4,2,8,1,3,3,3,1,3,3,4,4,1,4,4,45,2,1,22,7,retail assistant,8,3,3,3,2,2,2,2,1,1,1
10315,S17,1,4,2,3,2,4,5,1,4,4,4,0,NA,NA,NA,9,NA,NA,8,1,6,4,6,4,2,9,NA,NA,2,NA,NA,NA,NA,NA,NA,1,1,4,4,4,48,2,1,48,2,cleaner,3,3,1,1,2,2,2,2,1,1,1
10316,S15,2,1,5,1,4,2,5,2,4,4,4,0,NA,NA,NA,9,NA,NA,3,1,8,3,6,3,2,8,1,6,1,3,3,3,3,3,3,1,1,4,4,4,59,2,1,59,6,domestic worker,4,8,2,2,2,2,2,2,1,1,1
10317,S15,2,4,5,1,4,4,4,2,2,3,4,0,NA,NA,NA,3,1,4,6,2,3,4,7,5,3,7,1,7,1,3,3,3,3,3,3,1,1,1,4,4,47,2,3,47,7,government worker,1,1,3,1,2,2,2,2,2,1,1
10318,S16,1,2,6,2,4,1,4,2,2,3,4,3,4,4,4,6,1,8,7,1,4,4,6,5,2,3,2,8,1,3,3,3,3,3,3,1,1,4,4,4,21,3,2,21,5,never worked,2,8,3,1,2,2,2,2,2,2,1
10319,S16,2,2,6,1,4,1,3,4,4,4,4,0,NA,NA,NA,3,2,4,6,1,4,4,7,3,1,8,1,3,1,3,3,3,3,3,3,1,1,4,4,4,24,4,3,24,7,never worked,4,8,2,2,2,2,2,2,1,1,1
10320,S16,1,2,2,1,4,2,2,4,2,2,4,0,NA,NA,NA,3,1,7,4,2,8,4,6,4,1,3,1,7,1,3,3,3,3,3,3,1,1,1,1,1,31,4,2,31,7,retail assistant,8,3,2,1,2,2,2,2,1,1,1
10321,S16,2,2,2,1,4,2,4,2,4,4,4,0,NA,NA,NA,3,1,4,6,2,8,4,7,4,2,8,2,6,1,3,3,3,3,3,3,1,1,4,4,4,47,2,1,47,1,pump attendant,2,88,2,2,2,2,2,2,1,1,1
