ID,Block,Gender,Hhsize,HousingType,Idimp,Iddiff,Idinsult,ViolNorm1,ViolNorm2,PeerBlameJ,PeerBlameH,PeerBlameD,NoMeeting,LeadBlameJ,LeadBlameH,LeadBlameD,EmotJob1,DegrEmotJ,EmotJob2,EmotHous1,DegrEmotH,EmotHous2,SAPosNow,SAPosNorm,ForPosNow,ForPosNorm,EmotPos1,DegrEmotPos,EmotPos2,LiveAlex08,ParticToyi,ParticIntim,ParticLoot,ParticHelp,ParticHarm,ParticDestr,IntendToyi,IntendToyi2,IntendHelp,IntendHit,IntendDestr,Age,AttendCh,Married,YrsAlex,Working,JobR,Lang,Party,Education,Ownership,HaveElect,HaveTV,HaveCell,HaveFridge,HaveMicro,HaveComp,HaveCar
10102,H1,1,2,4,1,4,1,2,1,2,2,2,2,4,4,4,8,1,3,3,1,4,2,6,4,1,3,1,4,1,3,3,3,3,3,3,1,1,4,1,1,23,4,3,12,1,shopkeeper,1,2,3,3,2,2,2,2,1,1,1
10103,S9,2,3,5,1,3,1,4,2,2,2,1,0,NA,NA,NA,3,1,6,4,1,8,4,7,3,2,6,1,8,1,3,3,3,3,3,3,4,4,4,4,4,19,2,3,19,5,never worked,1,3,2,3,2,2,2,2,2,1,1
10104,S9,1,2,5,1,4,1,2,1,1,1,1,0,NA,NA,NA,4,1,8,6,1,3,3,6,4,2,6,1,8,1,2,3,3,3,3,3,3,1,4,4,4,24,3,3,24,5,never worked,1,3,3,1,2,2,2,2,2,1,1
10105,S10,2,2,2,1,4,1,5,1,2,2,2,0,NA,NA,NA,3,1,4,3,1,4,1,7,5,1,4,1,6,1,3,3,3,3,3,3,1,1,4,4,4,23,1,3,7,1,waiter,1,88,3,1,2,2,2,2,2,1,1
10106,S10,1,4,2,1,4,4,5,1,1,1,3,0,NA,NA,NA,6,1,4,3,1,4,3,7,5,1,3,1,6,1,3,3,3,3,3,3,1,1,4,1,1,28,4,2,13,7,security guard,3,3,1,2,2,2,2,2,1,1,1
10107,S10,1,3,2,1,2,1,5,1,2,2,3,0,NA,NA,NA,3,1,6,6,1,4,2,6,3,1,3,1,6,1,3,3,3,3,3,3,1,1,4,4,4,49,2,2,33,1,driver,1,3,2,2,2,2,2,2,1,1,1
10108,S10,2,5,5,1,4,1,4,2,4,4,4,2,4,4,4,6,1,8,6,1,8,4,7,5,2,6,1,4,2,NA,NA,NA,NA,NA,NA,4,4,4,4,4,24,2,2,24,2,cashier,4,3,3,1,2,2,2,2,2,1,1
10109,H1,2,1,4,1,4,2,5,1,2,2,2,0,NA,NA,NA,6,1,7,6,1,8,4,7,4,3,6,1,8,1,3,3,3,3,3,3,4,4,4,4,4,47,3,2,14,1,domestic worker,1,3,2,2,2,2,2,2,2,1,1
10110,H1,1,2,4,1,4,2,1,1,1,1,3,0,NA,NA,NA,6,1,4,6,1,4,5,7,4,1,3,1,4,1,3,3,3,3,3,3,1,1,4,1,1,47,4,1,23,3,security guard,1,3,1,2,2,2,1,1,1,1,1
10111,S10,1,3,2,1,3,2,5,1,2,3,4,0,NA,NA,NA,6,2,8,6,1,8,4,6,3,1,8,1,4,1,1,3,3,3,3,3,1,1,4,4,4,23,4,3,23,7,cleaner,1,3,3,2,2,8,1,1,1,1,1
10112,S10,2,1,5,1,4,1,2,1,1,2,2,0,NA,NA,NA,6,1,4,4,1,3,3,7,2,1,6,1,3,1,3,3,3,3,3,3,1,1,4,4,1,49,2,4,49,3,street vendor,1,8,1,1,2,2,2,1,1,1,1
10113,S8,2,3,6,1,4,4,5,1,4,4,4,0,NA,NA,NA,6,2,8,4,1,3,3,6,4,2,3,1,6,1,3,3,3,3,3,3,1,1,1,4,4,41,1,4,17,2,cleaner,1,88,1,3,2,2,2,1,1,1,1
10114,H1,2,1,4,1,4,1,5,1,3,3,3,0,NA,NA,NA,8,1,3,6,1,4,2,6,4,1,4,1,4,1,3,3,3,3,3,3,4,4,4,4,4,39,2,1,9,7,never worked,1,2,2,3,2,2,2,2,1,1,1
10115,S10,2,2,2,2,4,2,5,1,4,3,4,1,4,4,4,6,3,7,8,2,6,3,6,3,1,5,2,4,1,3,3,3,3,3,3,4,4,1,4,4,36,3,1,36,2,sales rep,3,3,3,2,2,2,2,2,2,2,1
10116,H1,2,3,4,1,4,1,5,1,1,1,3,0,NA,NA,NA,8,2,6,3,1,4,3,6,4,2,3,1,8,1,3,3,3,3,3,3,4,4,1,4,4,26,2,2,6,1,machine operator,1,3,3,3,2,2,2,2,1,1,1
10117,S8,2,2,5,1,4,4,5,2,4,4,4,0,NA,NA,NA,8,2,6,6,1,7,5,6,3,3,1,2,2,1,3,3,3,3,3,3,4,4,2,4,4,67,2,4,77,6,cleaner,3,3,1,1,2,2,2,2,2,1,1
10118,H1,2,1,4,1,3,2,1,1,2,2,2,0,NA,NA,NA,3,1,4,8,1,3,4,7,5,1,3,1,4,1,3,3,3,3,3,3,1,1,4,1,1,41,1,4,23,1,domestic worker,7,8,2,3,2,2,2,2,2,2,1
10119,S8,1,2,5,2,2,4,5,1,4,4,4,0,NA,NA,NA,7,1,6,8,2,3,5,6,2,4,6,2,6,1,3,3,3,3,3,3,4,4,3,4,4,19,1,3,7,5,never worked,8,3,3,2,2,2,2,2,1,2,2
10120,S9,2,1,2,2,3,4,5,1,2,3,4,0,NA,NA,NA,1,3,2,6,2,8,5,6,3,3,1,3,4,1,3,3,3,3,3,3,4,4,3,4,4,43,2,2,43,1,,3,3,3,1,2,2,2,2,2,1,1
10121,S9,1,2,2,2,3,5,1,4,2,3,4,1,4,4,4,4,1,3,3,2,4,4,7,2,2,6,2,4,1,1,1,1,1,1,1,1,1,4,1,1,27,4,2,77,7,driver,2,88,2,1,2,2,2,2,2,1,1
10122,S10,2,3,2,1,2,4,5,1,4,4,4,0,NA,NA,NA,9,NA,NA,6,1,7,4,7,3,3,9,NA,NA,1,3,3,3,3,3,3,4,4,3,4,4,53,1,1,53,2,domestic worker,3,3,1,1,2,2,2,2,2,1,2
10123,S13,1,3,2,1,4,4,4,1,3,4,4,0,NA,NA,NA,1,2,9,7,1,8,5,6,3,3,1,1,2,1,3,3,3,3,3,3,4,4,1,4,4,39,1,1,39,7,pump attendant,3,3,2,1,2,2,2,2,2,1,1
10124,H1,2,1,4,1,2,2,5,1,4,3,4,0,NA,NA,NA,1,2,2,8,3,6,4,5,3,3,2,2,1,1,3,3,3,3,3,3,4,4,1,4,4,41,2,2,8,1,waiter,2,8,2,3,2,2,2,2,1,1,1
10125,H1,2,1,4,1,2,3,5,1,4,4,4,0,NA,NA,NA,6,3,7,6,1,7,4,6,4,2,7,2,8,1,3,3,3,3,3,3,4,1,3,4,4,44,3,2,19,3,shopkeeper,7,8,1,3,2,2,2,2,1,1,1
10126,H1,2,1,4,1,4,4,4,1,2,1,4,0,NA,NA,NA,9,NA,NA,6,3,8,4,6,3,3,9,NA,NA,1,3,3,3,3,3,3,4,4,4,4,4,36,2,2,9,1,general worker,1,88,2,3,2,2,2,2,1,1,1
10127,H1,1,1,4,1,2,2,5,2,3,3,4,0,NA,NA,NA,8,3,7,3,2,4,4,7,4,1,3,2,7,2,NA,NA,NA,NA,NA,NA,4,1,1,4,4,21,1,3,3,2,security guard,1,8,3,3,2,2,2,1,1,1,1
10128,H1,1,1,4,1,4,2,4,2,2,2,3,2,2,2,2,3,2,4,3,1,8,5,7,5,1,7,1,3,1,1,1,1,1,1,1,1,1,4,1,1,34,4,2,16,1,machine operator,1,2,1,3,2,2,2,2,1,1,1
10129,S8,1,3,5,2,4,2,2,2,3,2,2,0,NA,NA,NA,3,2,6,4,2,8,3,6,5,2,6,2,7,1,3,3,3,3,3,3,4,4,4,4,4,53,3,1,53,2,factory worker,1,3,2,1,2,1,1,2,1,1,1
10130,S10,2,1,6,2,4,1,5,2,4,4,4,0,NA,NA,NA,8,2,8,3,1,4,3,6,6,2,8,1,8,1,3,3,3,3,3,3,4,4,2,4,4,38,2,2,10,2,domestic worker,1,8,2,3,2,2,2,2,2,1,1
10131,S10,1,1,6,2,4,2,5,2,4,4,4,0,NA,NA,NA,9,NA,NA,3,2,3,7,7,4,2,2,1,1,1,3,3,3,1,3,3,4,4,2,4,4,28,2,2,7,1,security guard,8,3,3,1,2,2,2,2,1,1,1
10132,S10,1,1,5,1,4,1,4,1,1,1,2,3,2,2,4,3,1,7,3,2,4,3,6,5,2,6,2,7,1,3,3,3,3,3,3,1,1,4,1,1,37,2,1,28,1,security guard,1,8,2,2,2,2,2,2,1,1,1
10133,S10,1,1,6,2,4,1,4,2,4,4,4,0,NA,NA,NA,3,1,4,3,1,4,3,6,5,2,3,2,8,1,3,3,3,1,3,3,4,4,1,4,4,40,4,2,8,1,taxi driver,1,2,2,2,2,2,2,2,1,1,1
10134,S10,2,1,2,1,4,2,4,2,2,1,4,3,2,1,4,3,2,6,3,1,8,3,6,5,2,7,1,8,1,3,3,3,1,3,3,4,4,2,4,4,29,1,2,9,1,street cleaner,1,8,2,2,2,1,2,1,1,1,1
10135,S9,2,1,1,2,4,2,5,1,4,4,4,0,NA,NA,NA,9,NA,NA,3,2,7,9,9,9,9,99,9,99,1,3,3,3,3,3,3,4,4,4,4,4,42,2,2,18,1,domestic worker,1,8,1,3,2,2,2,1,1,1,1
10136,S9,1,2,1,2,2,2,4,2,4,4,4,0,NA,NA,NA,2,2,9,8,2,8,5,7,3,4,2,2,9,1,3,3,3,3,3,3,4,4,4,4,4,51,2,1,17,1,taxi driver,1,8,2,1,2,1,2,1,1,1,2
10137,S13,1,2,2,1,4,2,5,2,4,2,4,6,4,4,4,6,2,8,8,1,8,3,6,6,2,8,1,8,1,3,3,3,3,3,3,4,4,4,4,4,31,4,2,17,7,truck driver,1,8,1,3,2,2,2,2,1,1,1
10138,S13,2,1,2,1,4,2,5,1,4,4,4,6,4,4,4,9,NA,NA,7,1,8,3,6,6,2,8,1,8,1,3,3,3,1,3,3,4,4,1,4,4,42,1,1,20,1,cleaner,2,2,2,2,2,2,2,2,1,1,1
10139,S13,2,3,2,1,4,2,4,1,4,4,4,0,NA,NA,NA,3,1,7,7,1,8,3,6,5,2,8,1,8,1,3,3,3,1,3,3,4,4,4,4,4,34,2,2,5,7,never worked,4,8,3,2,2,2,1,2,1,1,1
10140,S13,1,2,6,1,4,1,4,2,2,2,4,2,4,4,4,8,1,8,8,1,8,2,6,5,2,8,1,8,1,3,3,3,3,3,3,4,4,2,4,4,31,2,2,11,7,factory worker,1,8,1,3,2,2,1,2,1,1,1
10141,H1,2,2,4,1,4,2,5,1,1,1,2,0,NA,NA,NA,3,1,8,3,1,8,4,6,6,2,7,1,8,1,3,3,3,3,3,3,1,1,4,1,4,28,2,3,14,7,domestic worker,2,88,2,2,2,2,1,1,1,1,1
10142,H1,1,6,4,1,4,2,5,2,4,4,4,6,4,4,4,3,2,7,8,1,8,4,4,4,NA,99,9,99,1,3,3,3,3,3,3,4,4,4,4,4,32,3,2,12,7,machine operator,1,2,1,3,2,1,1,1,1,1,1
10143,S8,1,2,6,1,3,2,4,2,2,2,2,0,NA,NA,NA,3,1,6,3,2,7,2,5,4,2,4,2,7,2,NA,NA,NA,NA,NA,NA,1,1,4,1,4,24,4,2,2,1,worker,1,2,2,1,2,2,2,2,1,1,2
10144,S8,2,1,2,2,4,2,4,2,2,2,3,0,NA,NA,NA,4,3,7,3,2,4,4,6,7,3,3,2,6,2,NA,NA,NA,NA,NA,NA,4,4,4,4,4,30,2,2,2,7,cleaner,1,8,2,2,2,2,2,2,1,1,1
10145,S9,2,2,5,2,4,2,5,2,2,1,4,0,NA,NA,NA,9,NA,NA,6,3,3,3,6,4,2,6,2,3,1,3,3,3,3,3,3,4,4,1,4,4,43,2,1,10,7,,1,8,1,3,2,2,2,2,2,1,1
10147,H1,2,1,4,1,4,3,4,2,4,4,4,1,4,4,4,3,2,8,3,1,8,3,6,5,2,9,NA,NA,1,3,3,3,3,3,3,4,4,4,4,4,47,1,1,47,1,domestic worker,1,8,2,3,2,2,2,2,2,1,2
10148,S10,2,3,6,2,4,2,4,2,4,4,4,0,NA,NA,NA,9,NA,NA,3,2,4,3,5,5,2,7,1,8,1,3,3,3,3,3,3,4,4,4,4,NA,34,1,2,8,3,hair dresser,4,8,3,2,2,2,2,2,2,1,1
10149,H1,1,3,4,1,4,2,4,2,2,2,2,0,NA,NA,NA,3,1,4,3,2,8,4,6,4,2,9,NA,NA,2,NA,NA,NA,NA,NA,NA,4,4,4,4,4,23,3,2,1,1,delivery driver,1,8,3,3,2,2,2,2,1,1,1
10150,H1,2,1,4,2,NA,1,5,2,1,1,1,2,4,4,4,9,NA,NA,6,2,99,3,5,4,2,7,1,8,1,3,3,3,3,3,3,4,4,4,4,4,28,1,1,28,7,photographer's assistant,1,3,7,2,2,2,2,2,2,1,1
10151,H1,1,8,4,2,4,3,4,2,2,2,4,4,4,4,4,6,2,7,4,2,8,3,6,5,2,6,2,8,1,3,3,3,3,3,3,4,4,4,4,4,27,1,2,8,1,cleaner,1,NA,3,3,2,1,1,1,1,1,1
10152,H1,2,1,4,2,4,2,5,2,4,4,4,4,4,4,4,1,4,9,3,2,7,4,6,5,2,9,NA,NA,1,3,3,3,3,3,3,4,4,4,4,4,50,1,4,19,3,admin clerk,1,8,2,2,2,2,2,2,2,1,1
10153,H1,1,10,4,2,1,1,4,2,9,9,NA,6,4,4,4,8,1,3,6,2,8,3,7,7,2,3,2,7,1,3,3,3,3,3,3,4,4,2,4,4,25,4,2,5,7,never worked,1,2,3,2,2,2,2,1,1,1,1
10154,H1,2,2,4,1,4,1,4,2,4,4,4,4,2,4,4,8,1,8,6,2,8,2,6,3,2,9,NA,NA,1,3,3,3,3,3,3,4,4,2,4,4,53,2,NA,43,2,caregiver,1,8,2,3,2,2,2,2,1,1,1
10155,O1,1,4,5,1,4,2,5,2,4,4,4,2,2,2,4,6,1,7,8,1,8,3,6,5,2,8,1,8,1,3,3,3,3,3,3,4,4,4,4,4,31,2,1,12,1,retail assistant,4,8,3,1,2,2,2,2,2,1,1
10156,S14,2,3,2,1,4,2,5,2,4,4,4,0,NA,NA,NA,6,2,8,8,1,8,3,6,5,2,3,1,8,1,3,3,3,3,3,3,4,4,3,4,4,72,1,4,30,6,domestic worker,4,3,2,1,2,2,1,2,1,1,1
10157,S9,1,1,1,2,4,2,4,2,4,2,3,5,4,3,4,9,NA,NA,3,2,6,3,6,5,2,3,2,NA,1,3,3,3,3,3,3,4,4,4,4,4,60,4,1,40,2,carpenter,1,2,1,3,2,1,1,1,1,1,1
10158,S9,2,1,1,1,4,2,5,2,2,2,3,5,2,2,4,3,1,8,3,1,8,3,6,5,2,6,2,7,1,3,3,3,1,3,3,4,4,4,4,4,37,2,1,16,7,sales rep,1,8,2,3,2,2,2,2,1,1,1
10159,S9,1,1,2,1,2,5,5,2,2,2,4,0,NA,NA,NA,1,2,2,6,1,8,5,6,3,3,1,1,2,1,3,3,3,3,3,3,4,4,1,4,4,28,4,2,7,3,hair dresser,5,3,1,3,2,2,2,1,1,1,1
10160,S9,1,1,2,1,4,2,2,3,2,3,3,1,2,1,3,7,1,3,4,2,3,4,6,4,2,3,2,6,2,NA,NA,NA,NA,NA,NA,1,1,4,4,1,19,NA,NA,2,7,never worked,1,2,2,3,2,1,2,1,1,1,1
10161,S9,2,1,6,1,4,1,4,2,2,2,3,0,NA,NA,NA,4,1,8,3,2,5,5,7,4,2,1,2,6,1,3,3,3,3,3,3,1,1,4,4,4,30,3,3,6,1,cook,1,8,3,2,2,2,2,1,1,1,1
10162,H1,1,1,4,3,4,1,2,4,2,2,3,2,2,2,3,8,1,3,4,2,3,4,6,5,2,3,1,7,1,1,1,1,1,1,1,1,1,4,1,1,44,4,2,23,1,cleaner,1,88,1,2,2,2,2,2,1,1,1
10163,H1,1,1,4,2,4,2,4,1,3,4,4,1,4,4,4,4,2,6,3,1,5,5,7,3,2,6,2,8,1,1,3,3,1,3,3,1,1,9,4,4,52,2,1,52,1,general worker,1,2,1,1,2,2,2,2,1,1,1
10164,H1,1,2,4,2,2,1,3,2,2,3,3,0,NA,NA,NA,4,1,3,3,1,6,5,7,4,2,3,1,4,1,1,1,1,1,1,1,1,1,1,1,1,31,3,3,31,7,welder,1,88,2,3,2,2,2,1,1,1,1
10165,H1,1,2,4,2,4,2,2,4,2,2,3,1,3,2,3,3,2,4,7,1,8,4,5,4,1,6,1,7,1,1,1,1,1,1,1,1,1,4,1,1,26,4,2,15,1,taxi driver,1,2,2,3,2,2,2,2,1,1,1
10166,S10,1,1,5,3,4,2,1,4,2,2,3,1,4,4,4,6,1,4,3,1,3,4,6,3,1,4,1,3,1,1,1,1,1,1,1,1,1,4,1,1,32,4,2,11,7,taxi driver,1,88,2,3,2,2,2,2,1,1,1
10167,H1,1,2,4,1,2,2,5,2,4,3,4,0,NA,NA,NA,7,3,8,8,2,6,3,3,4,2,6,1,7,1,3,3,3,3,3,3,4,3,1,4,4,46,4,4,13,7,general worker,1,88,2,3,2,2,2,2,1,1,1
10168,H1,1,2,4,1,4,2,3,2,1,3,4,2,3,4,9,4,3,7,6,2,5,4,5,3,3,9,2,4,1,3,3,3,3,3,3,4,4,4,4,4,32,4,3,32,7,crane driver,1,88,2,3,2,2,1,2,1,1,1
10169,H1,1,2,4,2,3,2,4,3,2,3,2,0,NA,NA,NA,6,2,6,7,1,4,4,7,4,2,8,2,6,1,3,3,3,3,3,3,1,1,4,4,4,24,3,2,22,1,general worker,1,2,2,3,2,2,2,2,1,1,1
10170,S13,2,1,2,1,4,2,4,1,3,2,4,1,3,3,4,7,2,3,3,1,4,3,5,4,2,3,1,7,1,3,3,3,3,3,3,1,1,1,4,4,28,3,2,28,7,never worked,2,88,2,2,2,2,2,2,1,2,1
10171,S13,2,2,2,2,4,2,4,1,2,2,4,2,3,3,3,3,1,4,6,1,3,3,6,4,1,5,1,3,1,3,3,3,3,3,3,1,1,4,4,4,30,4,2,8,7,general worker,1,3,2,3,2,2,2,2,1,1,1
10172,S13,2,3,5,2,4,1,5,1,4,4,4,0,NA,NA,NA,8,2,6,4,1,8,3,5,2,3,1,1,6,1,3,3,3,3,3,3,4,4,4,4,4,42,2,4,42,7,general worker,3,8,2,1,2,2,2,2,2,2,1
10173,S9,2,1,1,3,4,2,2,3,2,2,2,4,1,1,3,9,3,1,7,2,3,3,5,3,5,8,2,6,1,3,3,3,3,3,3,4,4,1,4,4,28,2,2,5,7,restaurant,1,8,3,2,2,2,2,1,1,1,1
10174,S17,1,4,6,1,2,1,4,1,1,1,2,0,NA,NA,NA,4,1,3,3,2,8,2,4,4,1,8,2,6,1,3,3,3,3,3,3,4,4,1,4,4,58,4,4,22,7,fitter,4,3,1,1,2,2,2,2,2,1,1
10175,S18,1,2,5,2,4,3,5,1,1,1,2,40,2,1,2,3,2,4,3,1,4,2,6,9,9,8,2,4,1,3,3,3,3,3,3,2,1,1,4,4,45,4,1,22,7,marketing,6,7,5,1,2,2,2,2,2,2,1
10176,S10,2,1,1,2,4,3,4,2,1,2,9,0,NA,NA,NA,9,4,1,6,2,8,1,4,1,4,8,2,6,2,NA,NA,NA,NA,NA,NA,4,4,1,4,4,41,2,2,1,3,construction,1,8,1,1,2,2,2,2,1,1,1
10177,H1,1,4,4,1,4,2,1,3,1,2,2,0,NA,NA,NA,4,1,3,7,2,8,2,5,4,3,6,2,8,2,NA,NA,NA,NA,NA,NA,1,1,4,3,1,23,4,2,13,7,never worked,1,88,3,1,2,2,2,2,1,1,1
10178,H1,1,3,4,4,2,2,2,3,1,2,9,5,4,4,4,4,1,3,3,1,4,2,4,3,9,8,2,6,1,1,1,1,1,1,1,1,1,4,1,1,34,4,2,9,7,factory worker,1,2,2,3,2,2,2,2,1,1,1
10179,S18,1,4,5,1,4,2,5,1,2,2,3,0,NA,NA,NA,9,2,99,8,1,6,4,5,2,9,9,2,99,1,3,3,3,3,3,3,4,4,3,4,4,29,3,2,77,7,IT technician,1,3,3,1,2,2,2,2,2,2,2
10180,S10,2,3,1,1,3,3,3,3,1,2,2,4,4,4,4,3,2,8,3,2,7,1,3,4,4,8,1,7,1,1,3,3,3,2,3,1,1,4,4,4,37,4,2,9,2,driver,1,88,2,1,2,2,2,1,1,1,1
10181,S10,2,3,1,1,4,1,4,2,3,2,2,1,4,4,4,6,2,8,4,2,8,2,4,2,4,3,2,6,1,3,3,3,3,3,3,4,4,1,4,4,25,1,2,4,1,electrician,1,88,3,2,2,2,2,1,1,1,1
10182,S10,2,2,1,2,2,2,4,2,2,2,3,5,4,4,4,4,2,8,8,1,6,3,5,4,4,6,2,4,1,3,3,3,1,3,3,2,2,1,4,4,30,4,2,12,7,carpenter,1,2,3,1,2,2,2,1,1,1,1
10183,S10,1,1,1,1,2,2,2,4,2,2,2,0,NA,NA,NA,9,2,99,8,2,4,2,4,1,4,6,2,8,1,2,3,3,3,3,3,4,4,4,4,4,36,3,2,12,1,security guard,4,8,3,1,2,1,2,1,1,1,1
10184,S9,2,3,1,1,4,2,4,2,1,2,2,0,NA,NA,NA,8,2,6,6,1,8,1,5,4,4,6,2,8,1,3,3,3,3,3,3,4,4,4,4,4,45,1,2,12,2,domestic worker,8,88,2,1,2,2,2,1,1,1,1
10185,S9,2,1,1,2,4,4,2,3,2,2,2,3,4,4,4,1,1,2,9,NA,NA,4,5,5,5,9,9,1,1,2,3,3,3,3,3,3,3,4,1,4,44,2,1,16,1,clerk,4,8,3,1,2,2,2,1,1,1,1
10186,S9,1,1,1,1,3,1,4,2,2,2,2,5,4,4,4,3,2,4,4,2,3,2,5,4,4,8,2,4,1,3,3,3,3,3,3,4,4,2,4,4,41,4,1,15,7,factory worker,1,8,2,1,2,2,2,2,2,1,2
10187,H1,2,3,4,1,3,1,1,2,1,1,2,0,NA,NA,NA,3,1,4,3,1,4,3,6,3,1,6,1,3,1,1,3,3,3,3,3,1,1,1,4,4,20,3,2,4,5,never worked,1,7,3,3,2,2,2,2,2,1,2
10188,S10,1,1,2,1,4,4,5,1,4,4,4,0,NA,NA,NA,7,1,8,4,2,3,1,5,1,3,3,2,4,1,3,3,3,3,3,3,4,4,4,4,4,33,4,2,8,1,carpenter,8,8,3,2,2,2,2,2,2,1,1
10189,S10,1,1,5,2,4,4,4,3,2,3,4,0,NA,NA,NA,6,2,3,8,2,7,4,6,3,2,1,2,1,1,3,3,3,3,3,3,1,1,4,1,1,25,NA,NA,3,7,construction,3,3,1,2,2,1,2,1,1,1,1
10190,H1,1,1,4,1,4,2,5,1,2,2,4,0,NA,NA,NA,3,1,8,6,1,3,4,6,4,3,6,1,8,1,3,3,3,3,3,3,4,4,4,4,4,25,4,2,4,7,never worked,1,2,2,3,2,2,2,1,1,1,1
10191,H1,1,3,4,1,4,1,5,1,3,3,4,0,NA,NA,NA,4,1,6,6,1,4,3,7,4,1,6,1,8,1,3,3,3,3,3,3,4,4,1,4,4,21,3,3,3,5,never worked,1,8,3,3,2,2,2,2,1,1,1
10192,S13,2,4,5,1,4,2,5,1,3,3,4,0,NA,NA,NA,6,1,8,6,1,4,3,6,4,2,6,1,8,1,3,3,3,3,3,3,4,4,4,4,4,27,3,2,77,1,teacher,4,7,4,1,2,2,2,2,2,2,2
10193,S13,1,2,5,1,3,4,5,1,2,2,4,0,NA,NA,NA,6,1,4,3,1,4,5,6,3,3,2,1,1,1,3,3,3,3,3,3,1,1,4,4,4,46,2,1,30,1,factory worker,1,3,3,1,2,2,2,2,2,1,1
10194,O1,1,3,5,4,3,2,5,1,3,3,4,0,NA,NA,NA,6,1,5,6,1,5,7,3,4,1,1,1,1,1,3,3,3,3,3,3,1,1,1,4,4,28,4,1,77,1,manager,6,8,4,1,2,2,2,2,2,2,2
10195,F1,2,3,3,1,4,1,5,1,2,2,2,0,NA,NA,NA,1,1,2,6,1,8,3,6,4,3,6,1,8,2,NA,NA,NA,NA,NA,NA,4,4,1,4,4,18,2,3,4,5,never worked,2,1,2,2,2,2,2,2,2,1,2
10196,F1,2,1,3,1,4,1,5,1,2,3,3,0,NA,NA,NA,8,1,6,6,1,6,4,5,2,3,6,1,8,1,3,3,3,3,3,3,4,4,4,4,4,35,2,2,5,1,consultant,1,8,4,2,2,2,2,2,2,1,1
10197,S15,2,1,5,1,4,1,5,1,2,2,4,1,4,4,4,3,1,4,3,1,4,2,6,4,1,3,1,4,1,3,3,3,3,3,3,1,1,4,4,4,32,2,3,13,7,never worked,4,3,3,2,2,2,1,2,1,1,1
10198,H1,2,2,4,1,4,1,5,1,2,2,3,0,NA,NA,NA,3,1,4,6,1,8,3,6,4,1,6,1,4,1,1,3,3,3,3,3,1,1,1,4,4,44,2,1,23,1,cleaner,3,3,2,3,2,2,2,2,1,1,1
10199,O1,1,1,5,1,4,1,5,1,1,1,3,0,NA,NA,NA,4,1,3,4,1,8,2,7,4,1,3,1,8,1,1,3,3,3,3,3,1,1,4,4,1,49,1,1,32,3,shopkeeper,2,3,2,1,2,2,2,2,2,2,2
10200,S10,2,1,5,1,4,4,5,2,2,2,3,0,NA,NA,NA,4,1,3,3,1,9,5,7,3,2,6,1,8,1,3,3,3,3,3,3,1,1,4,4,4,47,NA,2,20,7,street vendor,1,88,1,2,2,2,2,2,1,1,1
10201,S18,2,5,5,4,4,4,1,3,1,1,2,2,4,4,4,8,1,6,3,2,6,1,7,7,7,7,1,3,1,1,3,1,3,1,1,1,4,1,1,1,33,4,2,77,7,factory worker,5,8,2,1,2,2,2,2,1,1,1
10202,S13,1,2,1,3,4,2,4,2,1,2,3,4,3,4,9,4,2,8,3,2,7,1,4,2,3,7,2,8,1,3,3,3,1,3,3,4,4,2,4,4,31,2,2,6,1,manager,1,3,5,1,2,2,1,2,1,1,1
10203,S13,2,1,1,2,4,3,4,2,2,2,3,0,NA,NA,NA,6,2,3,3,2,8,1,4,3,3,6,2,8,1,3,3,3,3,3,3,4,4,2,4,4,30,2,2,4,2,cleaner,1,8,3,2,2,2,2,1,1,1,1
10204,S13,2,4,1,2,4,2,5,1,2,2,3,0,NA,NA,NA,9,2,1,6,1,4,4,5,4,9,6,2,9,1,3,3,3,1,3,3,4,4,1,4,4,19,1,3,8,5,never worked,1,3,2,2,2,2,2,1,1,1,1
10205,F1,1,3,3,1,1,1,2,2,2,2,2,4,4,4,4,4,2,8,6,1,4,3,5,3,5,9,9,6,1,3,3,3,3,3,3,4,4,4,4,4,42,3,1,22,1,technician,5,7,8,1,2,2,2,2,2,2,2
10206,S13,2,3,1,1,4,2,5,2,2,2,3,0,NA,NA,NA,4,2,6,8,2,6,2,4,3,4,6,2,8,1,3,3,3,3,3,3,1,1,3,4,4,26,2,2,8,1,security guard,1,88,3,2,2,2,1,1,1,1,1
10207,S13,1,2,1,2,3,3,5,2,2,2,4,0,NA,NA,NA,9,2,99,8,2,4,2,4,4,9,9,9,99,2,NA,NA,NA,NA,NA,NA,9,4,1,4,4,22,1,3,1,7,carpenter,1,7,2,2,2,2,2,1,1,1,1
10208,S13,2,2,1,2,4,2,4,1,1,2,9,2,4,4,4,6,1,8,4,2,8,1,5,4,3,8,2,6,1,3,3,3,3,3,3,4,4,1,4,4,21,1,2,4,7,never worked,2,3,5,1,2,2,2,2,2,2,1
10209,H1,1,4,4,1,4,3,5,1,3,3,9,0,NA,NA,NA,9,2,99,8,2,6,1,7,4,7,8,2,6,2,NA,NA,NA,NA,NA,NA,3,3,3,4,4,20,3,2,1,7,never worked,1,3,3,3,2,2,2,2,2,1,2
10210,H1,1,3,4,1,2,2,1,2,1,2,2,0,NA,NA,NA,6,1,3,3,2,8,2,5,5,1,6,2,7,1,3,3,3,3,3,3,2,3,3,3,4,31,4,2,16,7,factory worker,1,8,2,2,2,2,2,1,1,1,1
